ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5823	"ENSMUSG00000029823"	"Luc7l2"	chr6	+	38542589	38542657	38545781	38545852	38536138	38536239	38547444	38547539	5823	141,107	49,53	92,124	61,28	78	78	0.889529046394703	0.968696547784901	0.742,0.669	0.601,0.816	-0.003
5824	"ENSMUSG00000038507"	"Parp12"	chr6	-	39068238	39068314	39070561	39070658	39067132	39067263	39073469	39073611	5824	35,46	19,50	32,56	42,18	78	78	0.684337570662872	0.829000124908517	0.648,0.479	0.432,0.757	-0.031
5825	"ENSMUSG00000038507"	"Parp12"	chr6	-	39070561	39070658	39073469	39073611	39068238	39068314	39077182	39077378	5825	26,20	27,33	49,19	40,11	78	78	0.0380084485389008	0.167653042092073	0.491,0.377	0.551,0.633	-0.158
5827	"ENSMUSG00000029922"	"Mkrn1"	chr6	-	39377328	39377439	39378143	39378358	39376731	39376870	39381581	39381808	5827	39,140	142,70	50,68	59,82	78	78	0.802517614976333	0.909257702981355	0.215,0.667	0.459,0.453	-0.015
5829	"ENSMUSG00000029922"	"Mkrn1"	chr6	-	39378143	39378358	39381581	39381808	39377328	39377439	39382664	39382894	5829	63,112	74,115	53,67	102,149	78	78	0.00729303538225279	0.143003799299439	0.46,0.493	0.342,0.31	0.151
5830	"ENSMUSG00000030168"	"Adipor2"	chr6	-	119335882	119336070	119336311	119336498	119334176	119334370	119338788	119338960	5830	145,290	103,208	113,163	65,123	78	78	0.718607235578502	0.852055843279981	0.585,0.582	0.635,0.57	-0.019
5832	"ENSMUSG00000030034"	"Ino80b"	chr6	-	83101287	83101406	83101565	83101758	83100974	83101144	83101991	83102412	5832	43,36	11,37	10,5	15,18	78	78	0.013347533115649	0.143003799299439	0.796,0.493	0.4,0.217	0.336
5833	"ENSMUSG00000074071"	"Fam169b"	chr7	+	67950580	67950711	67954299	67954399	67925742	67925789	67971567	67971653	5833	6,8	13,12	14,9	23,10	78	78	0.575982751865235	0.747095168613686	0.316,0.4	0.378,0.474	-0.068
5834	"ENSMUSG00000005142"	"Man2b1"	chr8	+	85818139	85818249	85818466	85818574	85817901	85817980	85818693	85818810	5834	335,337	529,567	282,296	496,485	78	78	0.399519646813898	0.594478375752697	0.388,0.373	0.362,0.379	0.01
5835	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31600599	31600653	31606899	31606950	31561923	31562088	31608994	31609119	5835	17,15	46,45	2,24	9,24	78	78	0.395237129918963	0.591916686578421	0.27,0.25	0.182,0.5	-0.081
5836	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31665651	31665751	31666453	31666487	31661587	31661657	31672660	31672702	5836	69,144	35,39	66,50	17,29	78	73	0.817645379692862	0.919784727902386	0.649,0.776	0.784,0.617	0.012
5837	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31675258	31675309	31676364	31676466	31672468	31672702	31676709	31676882	5837	54,57	70,109	42,50	70,46	78	78	0.331736848690832	0.530503530632433	0.435,0.343	0.375,0.521	-0.059
5838	"ENSMUSG00000040774"	"Cept1"	chr3	-	106420118	106420203	106427324	106427409	106413036	106413168	106438452	106438594	5838	8,6	47,102	8,2	51,33	78	78	0.999202115572178	0.999202115572178	0.145,0.056	0.136,0.057	0.004
5839	"ENSMUSG00000024164"	"C3"	chr17	-	57526539	57526625	57527093	57527202	57525797	57525940	57527972	57528173	5839	680,1264	1089,1445	385,587	616,760	78	78	0.330534744857669	0.529313607585005	0.384,0.467	0.385,0.436	0.015
5840	"ENSMUSG00000001156"	"Mxd1"	chr6	-	86630066	86630181	86635050	86635115	86628423	86628583	86640052	86640082	5840	52,26	5742,6017	48,57	9043,11040	78	78	0.435828152209958	0.627071256795227	0.009,0.004	0.005,0.005	0.001
5841	"ENSMUSG00000001156"	"Mxd1"	chr6	-	86630066	86630181	86640052	86640082	86628423	86628583	86645519	86645616	5841	998,1335	2942,3057	1616,2018	4349,5267	69	78	0.844721028130885	0.938116986184683	0.277,0.331	0.296,0.302	0.005
5842	"ENSMUSG00000037533"	"Rapgef6"	chr11	+	54559439	54559563	54567020	54567241	54554828	54555040	54570064	54570253	5842	84,125	62,145	44,60	41,48	78	78	0.581656237937819	0.751062263288797	0.575,0.463	0.518,0.556	-0.018
5843	"ENSMUSG00000037533"	"Rapgef6"	chr11	+	54567020	54567241	54570064	54570253	54559439	54559563	54574717	54574852	5843	77,144	117,113	25,76	62,98	78	78	0.0248576640261188	0.154729522004839	0.397,0.56	0.287,0.437	0.117
5844	"ENSMUSG00000002897"	"Il17ra"	chr6	+	120454356	120454441	120455124	120455136	120453850	120453934	120455335	120455443	5844	607,539	39,32	360,413	43,32	78	51	0.0757808315625036	0.221248511416665	0.911,0.917	0.846,0.894	0.044
5845	"ENSMUSG00000030056"	"Isy1"	chr6	-	87799321	87799444	87802352	87802466	87798489	87798611	87804565	87804678	5845	11,0	701,363	17,22	1097,1018	78	78	0.0413424921872988	0.171268023295504	0.015,0.0	0.015,0.021	-0.011
5846	"ENSMUSG00000030056"	"Isy1"	chr6	-	87799321	87799444	87802352	87802470	87798489	87798611	87804565	87804678	5846	488,328	701,363	1027,952	1097,1018	78	78	0.0169635942534561	0.149014751625305	0.41,0.475	0.484,0.483	-0.041
5847	"ENSMUSG00000018796"	"Acsl1"	chr8	+	46974304	46974382	46974446	46974524	46971997	46972071	46977979	46978114	5847	314,457	12,35	142,159	8,1	78	78	0.273737824147643	0.466363162810751	0.963,0.929	0.947,0.994	-0.024
5848	"ENSMUSG00000018796"	"Acsl1"	chr8	+	46983423	46983512	46984006	46984123	46981616	46981689	46984824	46984968	5848	249,268	378,512	62,142	172,216	78	78	0.458614274982681	0.646873755640747	0.397,0.344	0.265,0.397	0.039
5849	"ENSMUSG00000018796"	"Acsl1"	chr8	+	46986402	46986504	46986601	46986673	46984824	46984968	46987376	46987517	5849	140,386	154,223	121,108	66,123	78	78	0.982151934250103	0.999202115572178	0.476,0.634	0.647,0.468	-0.003
5850	"ENSMUSG00000018796"	"Acsl1"	chr8	+	46986418	46986504	46986601	46986673	46984824	46984968	46987376	46987492	5850	0,11	154,223	5,6	66,123	78	78	0.0727473572108511	0.216339283188344	0.0,0.047	0.07,0.047	-0.035
5851	"ENSMUSG00000019977"	"Hbs1l"	chr10	+	21240573	21240674	21243540	21243685	21234630	21234739	21244187	21244782	5851	118,49	58,48	49,36	22,17	78	78	0.207262713209966	0.394174342676332	0.67,0.505	0.69,0.679	-0.097
5854	"ENSMUSG00000030276"	"Ttll3"	chr6	+	113371958	113372056	113374890	113375019	113371652	113371821	113375730	113375845	5854	30,26	21,62	8,31	20,62	78	78	0.242903569658815	0.434544208466002	0.588,0.295	0.286,0.333	0.132
5855	"ENSMUSG00000052144"	"Ppp4r2"	chr6	+	100838370	100838464	100840083	100842178	100829445	100829616	100842748	100842948	5855	237,278	328,389	168,152	231,189	78	78	0.538826638689359	0.715945153545923	0.419,0.417	0.421,0.446	-0.016
5856	"ENSMUSG00000040613"	"Apobec1"	chr6	-	122568045	122568163	122573590	122573736	122565103	122565131	122577016	122577084	5856	46,65	60,56	74,116	73,88	78	78	0.225137658032047	0.415187372551653	0.434,0.537	0.503,0.569	-0.05
5857	"ENSMUSG00000040613"	"Apobec1"	chr6	-	122568045	122568219	122573590	122573736	122565103	122565131	122577016	122577084	5857	46,65	60,56	74,116	81,88	78	78	0.351747047814003	0.549822820005026	0.434,0.537	0.477,0.569	-0.037
5858	"ENSMUSG00000024781"	"Lipa"	chr19	-	34472459	34472531	34477496	34477568	34469717	34471613	34478902	34479049	5858	229,201	273,249	177,163	221,259	78	78	0.168657013275722	0.346341448368137	0.456,0.447	0.445,0.386	0.036
5859	"ENSMUSG00000024781"	"Lipa"	chr19	-	34484408	34484545	34488222	34488421	34478902	34479049	34500821	34500939	5859	188,284	194,212	130,157	125,143	78	78	0.664240862935714	0.812318543844135	0.492,0.573	0.51,0.523	0.016
5863	"ENSMUSG00000049313"	"Sorl1"	chr9	-	41900000	41900105	41900649	41900762	41898761	41898834	41902607	41902777	5863	545,679	490,493	1059,1198	1012,1220	78	78	0.0107584038911551	0.143003799299439	0.527,0.579	0.511,0.495	0.05
5864	"ENSMUSG00000049313"	"Sorl1"	chr9	-	41900649	41900762	41902607	41902777	41900000	41900105	41902914	41903041	5864	661,943	507,612	1391,1529	940,1109	78	78	0.999202115572178	0.999202115572178	0.566,0.606	0.597,0.58	-0.003
5865	"ENSMUSG00000019210"	"Atp6v1e1"	chr6	-	120774837	120774925	120778003	120778098	120772204	120772725	120780268	120780337	5865	488,439	402,477	439,415	501,410	78	78	0.193769980602581	0.378053192318036	0.548,0.479	0.467,0.503	0.029
5866	"ENSMUSG00000038759"	"Nup205"	chr6	+	35166030	35166190	35166789	35167018	35165558	35165703	35168808	35168973	5866	12,27	0,19	8,0	0,16	78	78	0.220034082025439	0.409020483355785	1.0,0.587	1.0,0.0	0.293
5867	"ENSMUSG00000003153"	"Slc2a3"	chr6	-	122708351	122708555	122709329	122709431	122704767	122707099	122709728	122709833	5867	141,66	80,64	784,948	963,1205	78	78	0.000965715620775298	0.143003799299439	0.638,0.508	0.449,0.44	0.128
5868	"ENSMUSG00000003153"	"Slc2a3"	chr6	-	122714016	122714257	122716791	122716952	122713537	122713700	122717346	122717439	5868	103,62	108,67	780,1052	954,1155	78	78	0.107190703036377	0.265586381788511	0.488,0.481	0.45,0.477	0.021
5871	"ENSMUSG00000030016"	"Zfp638"	chr6	+	83934490	83934574	83935165	83935234	83931692	83931743	83936912	83936950	5871	27,24	75,60	15,18	16,23	78	78	0.0215553738414094	0.152632877356657	0.265,0.286	0.484,0.439	-0.186
5873	"ENSMUSG00000000732"	"Icosl"	chr10	+	77906994	77907925	77909540	77909834	77905193	77905369	77911038	77911424	5873	115,249	440,550	49,41	308,331	78	78	0.00491865243356915	0.143003799299439	0.207,0.312	0.137,0.11	0.136
5874	"ENSMUSG00000000732"	"Icosl"	chr10	+	77907571	77907925	77909540	77909834	77906994	77907113	77911038	77911188	5874	113,213	461,596	82,53	292,334	78	78	0.196774637082093	0.381767021132409	0.197,0.263	0.219,0.137	0.052
5875	"ENSMUSG00000000732"	"Icosl"	chr10	+	77909540	77909834	77911038	77911188	77907571	77907925	77912977	77913007	5875	175,349	207,313	110,128	127,102	78	78	0.554857939329439	0.73060861209843	0.458,0.527	0.464,0.557	-0.018
5876	"ENSMUSG00000028837"	"Psmb2"	chr4	+	126577914	126578037	126580821	126580892	126571422	126571638	126599850	126600013	5876	141,187	147,170	98,96	90,107	78	78	0.639679832763438	0.797071844881033	0.49,0.524	0.521,0.473	0.01
5877	"ENSMUSG00000021996"	"Esd"	chr14	+	74980658	74980778	74982087	74982186	74979453	74979578	74982989	74983157	5877	543,704	494,663	950,1056	1036,1136	78	78	0.00768386939672971	0.143003799299439	0.524,0.515	0.478,0.482	0.04
5878	"ENSMUSG00000064127"	"Med14"	chrX	-	12550216	12550324	12550423	12550603	12547010	12547136	12551954	12552190	5878	166,126	98,128	42,64	58,62	78	78	0.0872992078509321	0.23794524655596	0.629,0.496	0.42,0.508	0.099
5879	"ENSMUSG00000064127"	"Med14"	chrX	-	12610955	12611067	12611984	12612135	12594252	12594378	12612863	12612996	5879	190,180	39,75	55,63	6,21	78	78	0.153720829802301	0.326762793945173	0.83,0.706	0.902,0.75	-0.058
5880	"ENSMUSG00000030536"	"Iqgap1"	chr7	-	80366758	80366867	80370616	80370739	80361330	80363693	80372709	80372876	5880	726,1274	777,958	963,1068	823,1023	78	78	0.833450858345486	0.931107963519126	0.483,0.571	0.539,0.511	0.002
5881	"ENSMUSG00000030536"	"Iqgap1"	chr7	-	80376486	80376589	80377700	80377833	80375713	80375849	80378596	80378829	5881	1394,1734	1887,2136	1964,2088	2104,2498	78	78	0.0554872781813658	0.193078643096408	0.425,0.448	0.483,0.455	-0.032
5905	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8750653	8750788	8750868	8750986	8750391	8750470	8751698	8751831	5905	13,0	257,136	9,3	78,117	78	78	0.066469423120425	0.207982753323555	0.048,0.0	0.103,0.025	-0.04
5906	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8750653	8750788	8750868	8751056	8750391	8750470	8751698	8751831	5906	21,20	257,136	15,22	78,117	78	78	0.0375952982155948	0.166892316150406	0.076,0.128	0.161,0.158	-0.057
5910	"ENSMUSG00000036712"	"Cyld"	chr8	+	89456086	89456466	89457283	89457449	89449726	89449840	89458302	89458444	5910	158,167	169,173	286,299	158,298	78	78	0.198598101363515	0.384659004149333	0.483,0.491	0.644,0.501	-0.086
5911	"ENSMUSG00000022199"	"Slc22a17"	chr14	-	55145342	55145560	55145717	55145823	55144975	55145087	55145958	55146104	5911	7,0	0,0	6,0	0,6	78	78	0.989668781216852	0.999202115572178	1.0,NA	1.0,0.0	0.5
5919	"ENSMUSG00000014418"	"Hps5"	chr7	-	46414242	46414349	46416517	46416631	46412367	46412637	46417456	46417576	5919	20,51	36,50	19,12	23,47	78	78	0.266323641201581	0.457554045612428	0.357,0.505	0.452,0.203	0.103
5922	"ENSMUSG00000030890"	"Ilk"	chr7	+	105389719	105389815	105389977	105390074	105389383	105389549	105390166	105390250	5922	183,198	275,303	142,130	182,204	78	78	0.520195024830384	0.702851189044014	0.4,0.395	0.438,0.389	-0.016
5928	"ENSMUSG00000110902"	"Gm33104"	chr10	+	19378828	19379140	19381787	19382004	19377770	19377849	19382538	19383066	5928	1,10	5,0	3,0	12,0	78	78	0.743188839257006	0.866970291286688	0.167,1.0	0.2,NA	0.384
5929	"ENSMUSG00000040732"	"Erg"	chr16	-	95170853	95170922	95178159	95178231	95170180	95170237	95179970	95180051	5929	4,9	13,0	0,0	9,17	78	78	0.0128937378938154	0.143003799299439	0.235,1.0	0.0,0.0	0.617
5930	"ENSMUSG00000030109"	"Slc6a12"	chr6	+	121338792	121338895	121340187	121340288	121337914	121338052	121340644	121340815	5930	16,7	18,69	2,0	5,5	78	78	0.291928594014337	0.484730093605223	0.471,0.092	0.286,0.0	0.138
5931	"ENSMUSG00000030109"	"Slc6a12"	chr6	+	121340187	121340288	121340644	121340815	121338792	121338895	121342187	121342331	5931	21,10	29,69	15,0	18,4	78	78	0.999202115572178	0.999202115572178	0.42,0.127	0.455,0.0	0.046
5938	"ENSMUSG00000005824"	"Tnfsf14"	chr17	-	57499558	57499600	57499902	57499939	57496491	57497938	57500856	57501177	5938	16,22	79,62	37,38	78,115	76	78	0.104476886605876	0.261342976812822	0.172,0.267	0.327,0.253	-0.071
5939	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127079107	127079287	127080038	127080074	127078370	127078817	127080160	127080190	5939	181,255	88,153	206,179	99,63	78	75	0.0943169171071722	0.247537283581049	0.664,0.616	0.667,0.732	-0.059
5940	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127080038	127080074	127080160	127080190	127079107	127079287	127081954	127082003	5940	47,109	48,90	63,80	67,49	75	69	0.640950804005441	0.797496699971174	0.474,0.527	0.464,0.6	-0.032
5941	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127084524	127084569	127084765	127084861	127084211	127084414	127085099	127085168	5941	148,159	413,392	95,137	396,478	78	78	0.0173465709504242	0.149144405256047	0.264,0.289	0.193,0.223	0.068
5942	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127084765	127084861	127085099	127085168	127084524	127084569	127086031	127086061	5942	236,192	211,273	151,180	190,135	78	78	0.522748050647459	0.704927067909273	0.528,0.413	0.443,0.571	-0.036
5943	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127085099	127085168	127086031	127086061	127084579	127084861	127086436	127086508	5943	314,296	73,170	292,326	139,145	78	69	0.233579786044586	0.423768246057864	0.792,0.606	0.65,0.665	0.042
5944	"ENSMUSG00000042423"	"Fbrs"	chr7	+	127085099	127085168	127086031	127086070	127084812	127084861	127086436	127086508	5944	314,296	0,8	292,326	0,0	78	78	0.0417105738388762	0.171268023295504	1.0,0.974	1.0,1.0	-0.013
5945	"ENSMUSG00000022957"	"Itsn1"	chr16	+	91655096	91655263	91658081	91658127	91651460	91651543	91660144	91660266	5945	9,18	8,0	12,15	4,0	78	78	0.227726999138022	0.417462260787817	0.529,1.0	0.75,1.0	-0.111
5946	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144950821	144951054	144951381	144951475	144950072	144950150	144951899	144952052	5946	2641,4159	2127,3306	2210,2875	1652,2318	78	78	0.538239334136566	0.715829913392316	0.554,0.557	0.572,0.554	-0.007
5947	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144951381	144951475	144951899	144952052	144950821	144951054	144954037	144954166	5947	1891,2868	2725,3770	1654,2114	2418,3239	78	78	0.0308122347857862	0.157566499629007	0.41,0.432	0.406,0.395	0.02
5948	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144951381	144951475	144954037	144954166	144950821	144951054	144955573	144955676	5948	1573,2476	2704,3738	1350,1765	2393,3209	78	78	0.015591431739533	0.146986444429154	0.368,0.398	0.361,0.355	0.025
5949	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144951899	144952052	144954037	144954166	144951381	144951475	144955573	144955676	5949	1602,2508	2745,4287	1375,1795	2345,3003	78	78	0.946916183072437	0.999202115572178	0.369,0.369	0.37,0.374	-0.003
5950	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144951899	144952052	144955573	144955676	144951381	144951475	144973293	144973440	5950	767,1465	2755,4296	796,961	2345,3001	78	78	0.228756052289435	0.418520967434022	0.218,0.254	0.253,0.243	-0.012
5951	"ENSMUSG00000028599"	"Tnfrsf1b"	chr4	-	144954037	144954166	144955573	144955676	144951899	144952052	144973293	144973440	5951	756,1474	1889,2845	796,963	1611,2083	78	78	0.492204831855036	0.675831347343133	0.286,0.341	0.331,0.316	-0.01
5959	"ENSMUSG00000037286"	"Stag1"	chr9	+	100620030	100620195	100639742	100639839	100594490	100594593	100658808	100658848	5959	55,60	54,64	10,16	10,12	78	78	0.531734962823246	0.711236541708408	0.505,0.484	0.5,0.571	-0.041
5967	"ENSMUSG00000002205"	"Vrk3"	chr7	+	44409123	44409318	44410301	44410366	44407169	44407319	44412414	44412481	5967	59,78	42,50	64,82	16,20	78	78	0.00670081653269816	0.143003799299439	0.584,0.609	0.8,0.804	-0.206
5968	"ENSMUSG00000002205"	"Vrk3"	chr7	+	44410301	44410366	44412414	44412481	44409123	44409318	44413548	44413633	5968	23,50	64,88	6,40	6,43	78	78	0.0344548797445255	0.160670514382618	0.264,0.362	0.5,0.482	-0.178
5969	"ENSMUSG00000097715"	"Gpr137b-ps"	chr13	-	12632613	12632738	12634654	12634783	12630626	12630738	12636246	12636396	5969	344,298	189,231	173,293	168,102	78	78	0.7547860299453	0.875028602549813	0.645,0.563	0.507,0.742	-0.021
6059	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31254782	31254890	31261937	31262055	31221039	31221293	31305223	31305295	6059	0,0	1,0	0,1	0,0	78	78	NA	NA	0.0,NA	NA,1.0	-1.0
6063	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31254782	31254890	31305223	31305324	31221039	31221293	31312925	31312997	6063	0,0	1,0	0,1	0,0	78	78	NA	NA	0.0,NA	NA,1.0	-1.0
6075	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31261937	31262055	31305223	31305324	31254782	31254890	31312925	31312997	6075	0,0	1,0	0,1	0,0	78	78	NA	NA	0.0,NA	NA,1.0	-1.0
6080	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31261937	31262217	31305223	31305324	31254782	31254890	31312925	31312997	6080	0,0	1,0	0,1	0,0	78	78	NA	NA	0.0,NA	NA,1.0	-1.0
6091	"ENSMUSG00000005871"	"Apc"	chr18	+	34412321	34412405	34422890	34422995	34409616	34409730	34429083	34429182	6091	9,50	9,8	0,2	3,0	78	78	0.631612815435944	0.789686848581471	0.5,0.862	0.0,1.0	0.181
6108	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164892	25164945	25165741	25165862	25164273	25164305	25171222	25171498	6108	114,145	0,11	126,184	6,18	78	78	0.313218005762073	0.509824800928219	1.0,0.929	0.955,0.911	0.031
6110	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117527049	117527127	117528486	117528642	117524779	117526690	117530809	117530973	6110	548,585	830,954	226,308	418,416	78	78	0.999202115572178	0.999202115572178	0.398,0.38	0.351,0.425	0.001
6111	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117528486	117528642	117530809	117530973	117527049	117527127	117531857	117531954	6111	819,830	614,904	226,418	323,440	78	78	0.0984565405456237	0.253790948752176	0.572,0.479	0.412,0.487	0.076
6112	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117530809	117530973	117531857	117531954	117528486	117528642	117532285	117532344	6112	679,706	548,595	199,278	223,303	78	78	0.00968219903926648	0.143003799299439	0.553,0.543	0.472,0.478	0.073
6113	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117537469	117537519	117538106	117538240	117530809	117532344	117541059	117541134	6113	688,688	343,197	252,379	161,172	78	78	0.0201477576825628	0.151523375022658	0.667,0.777	0.61,0.688	0.073
6114	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62236060	62236144	62240178	62240319	62235457	62235714	62242203	62242372	6114	126,126	109,97	77,73	111,118	78	78	0.00642085445781548	0.143003799299439	0.536,0.565	0.41,0.382	0.154
6115	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62240178	62240319	62242203	62242372	62236060	62236144	62244059	62244160	6115	111,126	67,99	128,142	90,56	78	78	0.27041418657803	0.46297579499557	0.624,0.56	0.587,0.717	-0.06
6116	"ENSMUSG00000018501"	"Ncor1"	chr11	-	62240220	62240319	62242203	62242372	62236060	62236144	62244059	62244160	6116	111,126	1,7	128,142	5,0	78	78	0.372238144387787	0.56950122254433	0.991,0.947	0.962,1.0	-0.012
6118	"ENSMUSG00000030727"	"Rabep2"	chr7	+	126043589	126043601	126043694	126043750	126043301	126043479	126043991	126044108	6118	3,0	3,6	5,0	0,11	51	78	0.301066447600737	0.49539505165247	0.605,0.0	1.0,0.0	-0.198
6120	"ENSMUSG00000016664"	"Pacsin2"	chr15	-	83269187	83269308	83270862	83271038	83265962	83266084	83272715	83272803	6120	139,177	97,138	93,126	163,106	78	78	0.152530578017202	0.325220091191361	0.589,0.562	0.363,0.543	0.122
6121	"ENSMUSG00000056069"	"Otulinl"	chr15	-	27659975	27660104	27662424	27662574	27658130	27658400	27664429	27664521	6121	51,69	142,181	11,35	23,45	78	78	0.0689129980795431	0.210763754279945	0.264,0.276	0.324,0.438	-0.111
6122	"ENSMUSG00000030720"	"Cln3"	chr7	-	126178572	126178645	126179315	126179401	126177530	126178488	126179504	126179584	6122	250,270	271,334	142,255	237,131	78	78	0.602083757901654	0.764483604698037	0.48,0.447	0.375,0.661	-0.054
6123	"ENSMUSG00000030720"	"Cln3"	chr7	-	126179504	126179584	126179964	126180036	126178344	126178488	126180817	126180914	6123	239,299	5,4	200,247	8,0	78	78	0.504374305900209	0.687638898370439	0.98,0.987	0.962,1.0	0.003
6124	"ENSMUSG00000030720"	"Cln3"	chr7	-	126181935	126182014	126182171	126182268	126180817	126180914	126182474	126182488	6124	78,149	269,258	79,75	135,166	78	78	0.24038626479496	0.432047268037391	0.225,0.366	0.369,0.311	-0.044
6125	"ENSMUSG00000030720"	"Cln3"	chr7	-	126181935	126182014	126182171	126182272	126180817	126180914	126182474	126182619	6125	5,40	269,258	14,5	135,166	78	78	0.963351065638787	0.999202115572178	0.018,0.134	0.094,0.029	0.014
6130	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158201101	158201251	158202383	158202519	158199117	158199183	158202862	158202990	6130	23,27	11,8	7,1	0,0	78	78	0.0593159383177581	0.196604548898343	0.676,0.771	1.0,1.0	-0.276
6131	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158201101	158201251	158202446	158202519	158199117	158199183	158202862	158202990	6131	22,22	11,8	7,1	0,0	78	78	0.0536151450804045	0.190301073280583	0.667,0.733	1.0,1.0	-0.3
6132	"ENSMUSG00000022477"	"Aco2"	chr15	+	81773498	81773635	81779370	81779629	81756509	81756749	81783329	81783422	6132	69,89	41,82	40,9	22,3	78	78	0.142978838352017	0.316335065998541	0.627,0.52	0.645,0.75	-0.124
6135	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34829845	34829900	34829933	34829979	34829418	34829618	34830247	34830423	6135	27,28	0,11	20,3	11,2	78	78	0.0369327809686293	0.166243545888786	1.0,0.718	0.645,0.6	0.236
6136	"ENSMUSG00000030557"	"Mef2a"	chr7	-	66917814	66917952	66918016	66918148	66915690	66915910	66945122	66945326	6136	509,486	151,176	46,130	40,88	78	78	0.00659579637986685	0.143003799299439	0.771,0.734	0.535,0.596	0.187
6137	"ENSMUSG00000031328"	"Flna"	chrX	-	73271096	73271363	73271926	73272130	73270803	73270941	73272365	73272527	6137	886,718	362,346	1178,1238	593,454	78	78	0.821967497534619	0.923448254683254	0.71,0.675	0.665,0.732	-0.006
6138	"ENSMUSG00000031328"	"Flna"	chrX	-	73271457	73271580	73271926	73272130	73271096	73271363	73272365	73272527	6138	885,719	886,858	1185,1241	1332,1260	78	78	0.708491909011557	0.846430547395957	0.5,0.456	0.471,0.496	-0.006
6139	"ENSMUSG00000031328"	"Flna"	chrX	-	73271691	73271844	73271926	73272130	73271457	73271580	73272365	73272527	6139	890,722	619,629	1184,1232	783,1133	78	78	0.939243480106447	0.999202115572178	0.59,0.534	0.602,0.521	0.001
6140	"ENSMUSG00000031328"	"Flna"	chrX	-	73271691	73271844	73271926	73272147	73271457	73271580	73272365	73272527	6140	7,4	619,629	6,0	783,1133	78	78	0.222767288140725	0.412131370322248	0.011,0.006	0.008,0.0	0.005
6141	"ENSMUSG00000031328"	"Flna"	chrX	-	73272624	73272798	73272986	73273115	73272365	73272527	73273431	73273572	6141	961,941	1060,1047	1053,1445	1207,1612	78	78	0.228004896175413	0.417587414178636	0.476,0.473	0.466,0.473	0.005
6142	"ENSMUSG00000031328"	"Flna"	chrX	-	73272986	73273115	73273431	73273572	73272624	73272798	73273661	73273764	6142	712,606	690,651	756,826	778,897	78	78	0.46000479466238	0.64799244388493	0.508,0.482	0.493,0.479	0.009
6143	"ENSMUSG00000031328"	"Flna"	chrX	-	73273661	73273764	73273906	73274002	73272986	73273115	73274111	73274359	6143	652,570	21,2	640,737	1,4	78	78	0.0805375821559486	0.228871965028421	0.969,0.997	0.998,0.995	-0.013
6144	"ENSMUSG00000031328"	"Flna"	chrX	-	73283257	73283451	73283551	73283688	73282939	73283053	73283810	73283932	6144	427,428	390,601	583,690	463,460	78	78	0.0135880014926815	0.143003799299439	0.523,0.416	0.557,0.6	-0.109
6145	"ENSMUSG00000031328"	"Flna"	chrX	-	73284018	73284156	73284708	73284909	73283810	73283934	73284992	73285155	6145	432,358	696,643	384,594	713,804	78	78	0.578638115723585	0.748559084781219	0.383,0.358	0.35,0.425	-0.017
6146	"ENSMUSG00000031328"	"Flna"	chrX	-	73284018	73284156	73284992	73285155	73283810	73283934	73285248	73285326	6146	355,376	691,631	366,461	711,804	78	78	0.88599800287307	0.968396934413913	0.339,0.373	0.34,0.364	0.004
